,text,label
5416,— Участвовать в проведении планово-предупредительного ремонта Техники и грузозахватных механизмов и приспособлений.,0
5417,"Требования:  — Образование средне-специальное; средне-техническое (желательно)   — Свидетельство по программе подготовки, переподготовки, повышения классности трактористов-машинистов   — Удостоверение тракториста-машиниста категории В С D особые отметки: разряд 3,4   — Водительские права категории В С СЕ   — Опыт работы не менее 1-3 года  Желаемые деловые, личностные качества:  — Инициативность, ответственность за результат, эффективность  Условия:  — График работы основной: 5/2 с 8-00 до 17-00.",1
5418,— Полный пакет социальных гарантий.,2
5419,— Командировки: не являются необходимыми в рамках основного функционала.,2
5420,Не исключаются по территории РФ.,2
5421,"— Организованная доставка к месту работы и обратно вахтой предприятия, согласно установленного графика движения вахт.",0
5422,Для работы вахтовым методом во Владимирскую область на предприятие по производству автобусов требуются маляры на полуавтомат.,0
5423,Требования:   - покраска металлов краскопультом и безвоздушным путем.,0
5424,Вахта 60/30.,1
5425,Оформление по ТК РФ.,1
5426,График работы 6 дней в неделю по 12 часов в день.,1
5427,"Есть как дневные смены, так и ночные.",1
5428,Стабильная оплата труда.,1
5429,Проживание в г. Владимире.,1
5430,До предприятия возит служебный автобус.  - компенсация проезда до 5000 руб,1
5431,СРОЧНО МОНТАЖНИКИ!!!,0
5432,-Самое главное для нас качество монтажа с этим очень строго!,0
5433,-А также необходим навык монтажа гарпунного потолка(это минимум для получения опыта в монтаже сложных конструкций)!,1
5434,"-Но если вы умеете монтировать, штапиковый потолок и имеется желание научиться сложным конструкциям, тогда вам к нам!",1
5435,"-Умеете монтировать, (евро краб, световые линии, парящий, внутреннюю вклейку полотна, другие основные элементы потолка).",1
5436,Для вас высокий заработок обеспечен.,1
5437,"- Не умеете монтировать, (евро краб, световые линии, парящий, внутреннюю вклейку полотна, другие основные элементы потолка).",1
5438,МЫ НАУЧИМ.,0
5439,"- Опыт работы обязателен, желательно от 1 года!",0
5440,-Монтаж натяжных потолков разных модификаций и объемов.,2
5441,- Заказы ежедневные без перебоев.,2
5442,-Полная занятость 5/2.,2
5443,6/1.,2
5444,-Для регионов возможна вахта.,2
5445,Проживание на время обучения предоставляется проживание в хостеле.,2
5446,З/П Сдельная выплаты сразу.,2
5447,-В среднем на человека 10000т/р. В день.,2
5448,"- Объемы огромные круглый год, без простоев.",2
5449,-Объекты в Москве и Московской области звоните уточняйте.,2
5450,"Для соискателей с малым опытом, или не всеми видами систем монтажа и материала предусмотрено 7 дневное обучение.",0
5451,Со стипендией.,0
5452,Бригады приветствуются!,3
5453,Требуется Маляр металлоконструкций.,0
5454,Вахта 60/30  Прямой работодатель.,0
5455,"Проезд, проживание, питание.",0
5456,"Условия: - Официальное трудоустройство, соц. пакет  - Бесплатные обеды  - Выплаты з/п 2 раза в месяц на карту без задержек  - Бесплатное проживание, заселение в день приезда  - Выдача спецодежды;",2
5457,- Работа вахтовым методом: 60/30 дней и тд. на ваш выбор.,2
5458,- Мы прямой работодатель и не берем денег за трудоустройство.,2
5459,- Медкомиссия за счет работодателя   Обязанности: - Аккуртаная работа  - Работать с многокомпонентной краской  Требования: - Умение работать с многокомпонентной краской  - Минимальный опыт  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;,1
5460,", премия 4000 руб  Мы ждем соискателя на должность:  «Маляр с минимальным опытом» : Код вакансии: N3737337726617 Имя менеджера: Надежда Мы выдаем: Спецодежда Модель рабочей одежды:л20-КБР",0
5461,Вахта в городе Севастополь Республика Крым.,3
5462,Производиться набор монтажников систем вентиляции с зарплатой за вахту 45 дней от 75 000 рублей.,3
5463,"Обязанности:  · Монтаж вентиляционных систем (дымоудаление, общеобменная, приточно-вытяжная)  · Монтаж огнезащиты воздуховодов.",3
5464,"· Монтаж воздуховодов, установка клапанов и решеток.",3
5465,· Установка и обвязка вентиляционных машин.,0
5466,Требования:  · Принимаем без опыта работы.,0
5467,· Желание работать и зарабатывать.,1
5468,Условия:  · Трудоустройство в соответствии с ТК РФ.,0
5469,· Стабильные выплаты без задержек.,2
5470,· Вакансия представлена прямым работодателем.,2
5471,Предоставляем:  · Билет до работы (поезд/автобус).,2
5472,· Проживание в общежитие и трёхразовое питание за счёт организации.,2
5473,· Полный комплект спецодежды.,2
5474,"Монтажник, вентиляционные системы, вахта монтажник, работа, работа в Крыму, вахта, работа, прямой работодатель, вахтовый метод, строительство, слесарь вахта, вахта подсобник, вахта без опыта, вахта с проживанием, вахта с питанием, вахта с проездом, стройка вахта, вахта проезд, вахта разнорабочий, слесарь сантехник, слесарь отопления, трубы ремонт, вахтовый метод слесарь, слесарь севастополь, слесарь сантехник севастополь, монтаж систем отопления, работа в севастополе, жилье в севастополе, работа у моря, вахта у моря, вахтовик, слесарь вахтовик, слесарь без опыта.",2
5475,Требуются плотники на строительство.,0
5476,Работа по изготовлению каркасов из бруса и обшивка их.,0
5477,Работа 90% на территории цеха.,2
5478,Зарплата сдельная и зарплата своевременная.,2
5479,Работа для тех кто хочет работать и зарабатывать.,2
5480,"Описание работодателя: Требования: Обязанности:&quot;ТРЕБУЕТСЯ ⚡г.Москва (Обьект Газпром)  Стабильная работа для тех, кто ценит надежность!",0
5481,✅Монтажники ТТ- от 100 000-110 000р/мес.,0
5482,✅ Условия работы : - Официальное трудоустройство по трудовому законодательству - Заработная плата переводится на банковскую карту (которую укажете).,0
5483,- Предоставляется компенсация питания.,2
5484,- Проживание в хостеле .,2
5485,- Выдаем спецодежду и СИЗы .,2
5486,(после отработанной вахты остается с вами) - Билеты приобретаем.,2
5487,«Нашими руками создается мир» Условия:,0
5488,СРОЧНО!,0
5489,"В федеральную компанию, для выполнения госзаказа нужны сотрудники!",0
5490,"Что предстоит делать:  - Погрузка выгрузка материала, монтаж/демонтаж дорожной плиты  Что нужно знать и уметь:  - Опыт работы; - наличие водительских прав.",1
5491,"Что мы предлагаем: - официальное трудоустройство по ТК РФ с 1-го рабочего дня; - график работы – ВАХТОВЫЙ 60/30, 90/30; - предоставляется благоустроенное жилье за счет компании; - трехразовое питание; - предоставляется бесплатная (фирменная) спецодежда и обувь по сезону и специфике работ; - покупка билетов на вахту и в межвахтовый отпуск; - авансирование 30 и 15 числа без задержек; - медосмотр за счет работодателя; - проживание в 10 минутах ходьбы от места работы (или: предоставляется трансфер от вахтового городка до места работы); - сертифицированные рабочие места в соответствии с требованиями охраны труда; - повышение квалификации и аттестация в лицензированном учебном центре компании; - обучение дополнительным профессиям за счет компании.",2
5492,"ЕСЛИ ВАМ ПОДОШЛА ВАКАНСИЯ - ЗВОНИТЕ ПО УКАЗАННОМУ ТЕЛЕФОНУ В ОБЪЯВЛЕНИИ, ЛИБО ПИШИТЕ (WhatsApp, Viber, Telegram))  РАБОТАЯ В НАШЕЙ КОМПАНИИ ВЫ ПОЛУЧАЕТЕ СТАБИЛЬНУЮ РАБОТУ НА ЛУЧШИХ УСЛОВИЯХ, ОФИЦИАЛЬНОЕ ТРУДОУСТРОЙСТВО, ИНДИВИДУАЛЬНЫЙ ПОДХОД, ГАРАНТИРОВАННЫЕ ВЫПЛАТЫ ЗАРАБОТНОЙ ПЛАТЫ БЕЗ ЗАДЕРЖЕК!&quot;",3
5493,"ООО «ГлобалТехСинтез» (нефтегазовое оборудование) ориентирована на производство широкого спектра емкостного оборудования для компаний нефтяного сектора ,предоставляющая новое современное оборудование.",3
5494,"Обязанности:   —  Регулярный мониторинг рыночных цен, приобретать товар по более выгодной цене;",0
5495,— Составление плана закупок и согласование его с руководством;,0
5496,"— Заключение или продление контрактов (тендеров, если речь идет о госучреждении) на поставки;",0
5497,"— Приемка товаров, оборудование и сырья, проверка его на соответствие контракту;",0
5498,— Составление графика поставки сырья и товаров;,0
5499,— Проверка всех параметров поставок на соответствие законодательству;,0
5500,"— Составление отчетов, рекламаций, актов, писем и прочих официальных документов.",0
5501,Требования:   — Высшее либо среднее специальное образование;,1
5502,"— Опыт работы в логистике, снабжении от 1 года;",0
5503,— Опыт работы с проектной документацией;,0
5504,Условия:   — График работы 5/2 с 9:00 до 18:00,2
5505,ПОЛАТИ - профессиональная строительная компания.,3
5506,"Наши заказчики — крупнейшие промышленные и производственные площадки мирового уровня («Газпром Нефть», «Лукойл», НИПИГАЗ, СИБУР, «Башнефть»).",3
5507,Что нужно делать?,3
5508,— Осуществлять монтаж/демонтаж быстровозводимых строительных лесов.,3
5509,Какие условия мы предлагаем?,0
5510,"— Белая заработная плата, доход у новичков от 60 000 до 90 000 р./мес.;",0
5511,— Срок вахты 60/80 смен.,2
5512,"По желанию, вахту можно продлить;",2
5513,"— Проживание, 3х разовое горячее питание, оплачиваемую медкомиссию, обучение, спецодежду и инструмент;",2
5514,— Оплачиваемый проезд Дом-Объект-Дом;,2
5515,— Официальное трудоустройство;,2
5516,— Карьерный рост;,2
5517,— Возможность выбора объекта со второй вахты.,0
5518,Что от Вас требуется?,0
5519,— Готовность работать вахтовым методом без привязки к домашнему региону;,0
5520,— Отсутствие медицинских противопоказаний для работы на высоте;,1
5521,— Желание работать и зарабатывать.,1
5522,Ждём Вас в нашей дружной команде.,1
5523,Оставьте отклик или звоните по бесплатному номеру в вакансии.,1
5524,НАБИРАЕМ КАМЕНЩИКОВ НА ВАХТУ В ГОРОД ЛОБНЯ (МОСКОВСКАЯ ОБЛАСТЬ)  Ведутся отделочные работы в новостройках жилого комплекса.,0
5525,Работа в помещении.,0
5526,"Действует бонус: Приведи друга - 3000 р. (Выплата после 10 отработанных смен приведенным сотрудником)  Мы предлагаем:  — Вахта от 60/30   — Стабильную заработную плату от 102 960 руб в месяц   — График работы 6/1, с 8:00 до 20:00 (1 час обед).",3
5527,"— Расположение: Московская область, город Лобня   — Предоставляем комфортное проживание   — Оплачиваем или компенсируем билет   — Инструмент и спецодежда за наш счет   — Дополнительные еженедельные авансы 2000 руб!",0
5528,"Требования:  — Опыт работы каменщиком от 3-х лет  Чем предстоит заниматься:  — Кладочные работы (кирпич и строительные блок), наружные стены, внутренние перегородки.",1
5529,"Норма выработки 3,6 м3 за рабочую смену  ДЛЯ ОТКЛИКА ЗВОНИТЕ ИЛИ ПИШИТЕ  Оставьте ваш номер в чате!",0
5530,Мы перезвоним максимально быстро!,0
5531,ПОЛАТИ - профессиональная строительная компания.,0
5532,"Наши заказчики — крупнейшие промышленные и производственные площадки мирового уровня («Газпром Нефть», «Лукойл», НИПИГАЗ, СИБУР, «Башнефть»).",0
5533,Что нужно делать?,0
5534,— Осуществлять монтаж/демонтаж быстровозводимых строительных лесов.,0
5535,Какие условия мы предлагаем?,0
5536,"— Белая заработная плата, доход у новичков от 60 000 до 90 000 р./мес.;",0
5537,— Срок вахты 60/80 смен.,2
5538,"По желанию, вахту можно продлить;",2
5539,"— Проживание, 3х разовое горячее питание, оплачиваемую медкомиссию, обучение, спецодежду и инструмент;",2
5540,— Оплачиваемый проезд Дом-Объект-Дом;,2
5541,— Официальное трудоустройство;,2
5542,— Карьерный рост;,2
5543,— Возможность выбора объекта со второй вахты.,2
5544,Что от Вас требуется?,0
5545,— Готовность работать вахтовым методом без привязки к домашнему региону;,0
5546,— Отсутствие медицинских противопоказаний для работы на высоте;,1
5547,— Желание работать и зарабатывать.,1
5548,Ждём Вас в нашей дружной команде.,1
5549,Оставьте отклик или звоните по бесплатному номеру в вакансии.,1
5550,Описание работодателя: Требования: Установка кондиционеров Обязанности: Установка Сплит систем Условия: 70/30,1
5551,Опыт работы желателен.,0
5552,"Обязанности:  сборка и монтаж рекламных вывесок (световые, несветовые короба, объемные буквы).",0
5553,"Условия:  полный рабочий день: 10.00 - 18.00, понедельник - суббота, возможна работа сверх нормы (по необходимости), дополнительно оплачиваемая",2
5554,В Логистическом центре Магнит г. Батайска открыта вакансия Слесарь по ремонту складской техники  С нас:  - График работы 5/2;,0
5555,- Стабильная «белая» заработная плата от 29 000 руб.;,2
5556,- Скидки на продукцию;,2
5557,- Бесплатная спец. одежда и обувь;,2
5558,- Медицинский осмотр за счет работодателя;,2
5559,- Скидка 10% на обучение в автошколу для сотрудников и их семьи.,2
5560,- Доставка корпоративным транспортом из г. Азов.  г. Азов: 06:20 Азов Автовокзал;,0
5561,06:24 Ост.,0
5562,Красноармейская;,0
5563,06:26 Ост.,0
5564,Колонтаевская;,0
5565,06:28 Ост.,0
5566,Тимирязевская;,0
5567,06:30 Ост.,0
5568,Степана Разина;,0
5569,06:32 Ост.,0
5570,Восточная;,0
5571,06:35 Новоалександровка;,0
5572,06:40 Кулешовка;,0
5573,06:55 Овощной;,0
5574,07:00 Койсуг;,0
5575,07:20 РЦ Батайск.,0
5576,Обязанности:  - Ремонт и плановое обслуживание складской техники.,0
5577,Требования:  - Желателен опыт работы.,1
5578,"Место работы : г. Батайск, ул. 1-ой Пятилетки, 75Б.",0
5579,"АО &quot;Учалинский ГОК&quot; - предприятие по добыче и переработке медно-цинковых руд, находится в республике Башкортостан, г.Учалы и входит в состав ОАО &quot;Уральская горно-металлургическая компания&quot;.",3
5580,Приглашаем на работу слесаря-ремонтника на обогатительную фабрику.,0
5581,"Мы предлагаем:  — Работу на крупном стабильном предприятии — Заработная плата – своевременно (2 раза в месяц), без задержек — Спецодежда, обувь, СИЗ - за счет работодателя — Частично оплачиваем питание каждому работнику — Интересные традиции, конкурсы, спортивные мероприятия — ДМС — Новогодние подарки детям сотрудников — Возможность повышения квалификации, получения дополнительного образования и переквалификации за счет работодателя  Обязанности:  — Техническое обслуживание  и ремонт механической части  оборудования обогатительной фабрики  Требования:  — Наличие квалификационного удостоверения по профессии &quot;Слесарь-ремонтник&quot;",1
5582,"Монтажник на мост + жилье Для работы ВАХТОЙ на строительство мостов требуются МОНТАЖНИКИ (можно без опыта работы) ГОРОДА: Курган, Сызрань, Казань, Нижнекамск   📱ПЕРВЫМ 5 ПОЗВОНИВШИМ ПРЕДЛОЖИМ ЛУЧШИЕ УСЛОВИЯ  Мы прямой работодатель!!!",0
5583,"УСЛОВИЯ:                                 График работы: Смена по 11 ч (дневные и ночные) минимальная вахта 30 рабочих дней, можно и дольше                                  Авансы: 15 и 30 числа каждого месяца по 5 000 рублей работнику на карту Тинькофф или Альфабанк                                              Спецодежда: Предоставляем спецовку по сезону и обувь                                                          Перечесление з/п:30 числа каждого месяца, ТОЛЬКО на карту Альфа-Банк зарплатный проект , Тинькофф банк                                 Проезд: Бесплатный, корпоративный автобус                                 Заселение: Заселение 24/7                                                          Питание: Обед предоставляется на смене, комплексный обед, выездная кухня                                 Документы для трудоустройства: Паспорт, ИНН, СНИЛС, трудовая книжка (если есть), военный билет   Требования: - Готовность к физической работе;",2
5584,- Можно без опыта;,1
5585,- Умение пользоваться электроинструментом;,1
5586,"- Вязка арматуры, монтаж/демонтаж опалубки, работа с болкаркой (зачистка швов после сварочных работ), помощь бетонщикам в заливке бетона  ВНИМАНИЕ!!! действует АКЦИЯ: приведи друга, отработайте вместе минимальную вахту и тот, кто привел получит премию 4000р. за друга, количество друзей не ограничено).",0
5587,"Если Вы заинтересовались данной вакансией, или у Вас возникли вопросы, оставляйте отклик или пишите в сообщении Ваш номер, мы обязательно с Вами свяжемся в ближайшее время!",3
5588,"Мы ждем соискателя на должность: «Монтажник на мост + жилье»: Код вакансии: k-4913 Имя менеджера: Маркеллина Мы выдаем: Рабочую куртку Модель рабочей одежды:Алабама-201  НАПИШИТЕ или ПОЗВОНИТЕ нам, если хотите подробнее узнать о работе!",0
5589,"В нашем профиле можете найти другие вакансии, переходите и найдите работу,которая подходит именно Вам!",0
5590,"Как еще можно найти работу: бригада монтажников,вакансии монтажник,вакансии работы,монтажником,монтажник,монтажник вакансии вахта,монтажник дверей,монтажник наружных, монтажник оборудования, монтажник окон пвх, монтажник прямых работодателей, монтажник работодателей, монтажник рэа, монтажник систем, монтажник технологических, монтажник технологических трубопроводов, монтажник трубопроводов,монтажники конструкций,прибор монтажника,работа монтажником,разряды монтажников,слесарь монтажник",0
5591,"Проезд, проживание, питание.",0
5592,На Мосты требуется Сварщики.ЗП 80 т.р. НАКС 100 т.р. Вахта 60/30  Прямой работодатель.,0
5593,Условия: - з/п Сварщик 80 000 Руб.,0
5594,НАКС 100 000 Руб. - Возможна подработка на вахте (оплачиваемые переработки) - Бесплатные обеды прямо на месте работы!,2
5595,"- Выплаты на карту без задержек - Униформу предоставляем бесплатно - Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - Оплачиваем билет до места работы!",2
5596,- Проживание в новом общежитии!,2
5597,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Официальное трудоустройство, соц. пакет  Обязанности: - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер) - Работа на основе разработанного плана - Соблюдение режима сварки  Требования: - Опыт работы сварщиком!",0
5598,- Удостоверение работы сварщиком НАКС будет преимуществом!,1
5599,"- Разряд 3-4 - Знание работы на полуавтоматах и их настройки - Умение работы ручной дуговой сваркой  🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
5600,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",3
5601,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
5602,Мы ждем соискателя на должность: «Сварщик» : Код вакансии: V-7695969539 Имя менеджера: Мария Мы выдаем: Форму Модель рабочей одежды: &quot;Молескин&quot;,0
5603,"А так же нужны специалисты: Сварщик,  Газосварщик,  Электрогазосварщик Электросварщик,",0
5604,На Мосты требуется Сварщики.,0
5605,"Проезд, проживание, питание.",0
5606,Вахта 60/30 ЗП 80 т.р. НАКС 100 т.р.  Прямой работодатель.,0
5607,Условия: - Униформу предоставляем бесплатно - з/п Сварщик 80 000 Руб.,0
5608,НАКС 100 000 Руб. - Проживание в новом общежитии!,0
5609,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - Выплаты на карту без задержек - Бесплатные обеды прямо на месте работы!",0
5610,- Оплачиваем билет до места работы!,0
5611,"- Возможна подработка на вахте (оплачиваемые переработки) - Официальное трудоустройство, соц. пакет  Обязанности: - Соблюдение режима сварки - Работа на основе разработанного плана - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер)  Требования: - Знание работы на полуавтоматах и их настройки - Удостоверение работы сварщиком НАКС будет преимуществом!",0
5612,- Умение работы ручной дуговой сваркой - Опыт работы сварщиком!,0
5613,"- Разряд 3-4  🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
5614,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
5615,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
5616,"Мы ждем соискателя на должность:  «Электрогазосварщик» : Код вакансии: Q-8985736293 Имя менеджера: Виктория Мы выдаем: Форму Модель рабочей одежды: Ксв-3сп–2,3    А так же нужны специалисты: Сварщик,  Электрогазосварщик Газосварщик,  Электросварщик,",0
5617,"ЗП 80 т.р. НАКС 100 т.р.  Проезд, проживание, питание.",0
5618,Вахта 60/30  Прямой работодатель.На Мосты требуется Сварщики.,0
5619,"Условия: - Возможна подработка на вахте (оплачиваемые переработки) - Официальное трудоустройство, соц. пакет - з/п Сварщик 80 000 Руб.",0
5620,НАКС 100 000 Руб. - Бесплатные обеды прямо на месте работы!,2
5621,- Униформу предоставляем бесплатно - Выплаты на карту без задержек - Проживание в новом общежитии!,2
5622,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Оплачиваем билет до места работы!",2
5623,"- Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию  Обязанности: - Работа на основе разработанного плана - Соблюдение режима сварки - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер)  Требования: - Разряд 3-4 - Умение работы ручной дуговой сваркой - Удостоверение работы сварщиком НАКС будет преимуществом!",1
5624,- Опыт работы сварщиком!,1
5625,"- Знание работы на полуавтоматах и их настройки  🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
5626,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",3
5627,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
5628,"Мы ждем соискателя на должность: «Сварщик» : Код вакансии: Y-8874645936 Имя менеджера: Дарья Мы выдаем: Форму Модель рабочей одежды: брезентовый ОП    А так же нужны специалисты: Сварщик,  Газосварщик,  Электросварщик,  Электрогазосварщик",0
5629,Прямой работодатель.ЗП 80 т.р. НАКС 100 т.р. На Мосты требуется Сварщики.,0
5630,"Проезд, проживание, питание.",0
5631,Вахта 60/30   Условия: - Оплачиваем билет до места работы! - з/п Сварщик 80 000 Руб.,0
5632,"НАКС 100 000 Руб. - Возможна подработка на вахте (оплачиваемые переработки) - Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - Бесплатные обеды прямо на месте работы!",2
5633,- Выплаты на карту без задержек - Проживание в новом общежитии!,2
5634,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Униформу предоставляем бесплатно - Официальное трудоустройство, соц. пакет  Обязанности: - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер) - Соблюдение режима сварки - Работа на основе разработанного плана  Требования: - Удостоверение работы сварщиком НАКС будет преимуществом!",0
5635,- Умение работы ручной дуговой сваркой - Разряд 3-4 - Знание работы на полуавтоматах и их настройки - Опыт работы сварщиком!,1
5636,"🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
5637,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",3
5638,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
5639,"Мы ждем соискателя на должность: «Сварщик» : Код вакансии: E-9534465969 Имя менеджера: Елизавета Мы выдаем: Рабочую одежду Модель рабочей одежды: Ксв-3сп–2,3    А так же нужны специалисты:  ЭлектрогазосварщикСварщик,  Газосварщик,  Электросварщик,",0
5640,"Требуются разнорабочие, в помощь монтажникам систем вентиляции.",1
5641,Работа на строительстве жилых домов.,2
5642,Работа строго по договору.,2
5643,2000 руб за смену.,2
5644,8 часовой рабочий день.,2
5645,Выплаты два раза в месяц.,2
5646,15/31.,2
5647,"На первую неделю возможна оплата ежедневная, на вторую через неделю.",2
5648,Далее два раза в месяц.,2
5649,Обязанности:  • Управление дорожно-строительной спецтехникой.,0
5650,"Требования:  • Знание устройств, принципов работы спецтехники( Автогрейдер)  • Опыт работы не менее 5 лет!",1
5651,"Условия:  • Вахтовый метод работ 60/30  • Работа в Красноярском крае,(дробильно-сортировочный комплексе на карьере в п. Талнах)  • Питание(суточные) проживание(квартира), СИЗ за счет работодателя.",2
5652,• Официальное трудоустройство.,2
5653,• Вся заработная плата «белая».,2
5654,• Звонить с 9.00 до 17.00 по МСК.,2
5655,"Стань частью Логистики «Магнита» с крупнейшим собственным автопарком в стране: порядка 4,5 тысяч грузовиков, 39 распределительных центров и 36 автотранспортных предприятий!",0
5656,"Логистика – одно из главных направлений в компании «Магнит»,  и уже БОЛЕЕ ЧЕТВЕРТИ ВЕКА у нас всё в порядке!",0
5657,Опыт работы не обязателен - мы всему научим!,1
5658,ПРИГЛАШАЕМ В СВОЮ КОМАНДУ ТАКЖЕ СТУДЕНТОВ!,0
5659,"Стабильность и уверенность в завтрашнем дне:  — возможность влиять на уровень дохода. — высокая заработная плата 2 раза в месяц. — оформление по ТК, стаж - с первого дня трудоустройства, оплата отпусков и больничных листов.",2
5660,Комфортные условия труда:  — склады высшего класса «А». — удобная спецодежда и защитная обувь. — сменный график 2/2(ночь). — столовая на территории Логистического центра.,2
5661,Развитие и корпоративная культура:  — профессиональное обучение и карьерный рост. — наставничество - в процессе работы. — корпоративные праздники и подарки для детей.,2
5662,"Бонусы и льготы:  — медосмотр за счет работодателя. — бесплатные горячие обеды (для ночных смен). — доставка корпоративным транспортом. — страхование от несчастного случая за счет работодателя  От тебя:  — Загрузка товара по современным технологиям (ручные и голосовые терминалы сбора данных). — желание зарабатывать, чтобы было всё в порядке.",0
5663,Пожелания  — Готовность к работе с физической нагрузкой.,0
5664,— Рассматриваем кандидатов без опыта работы.,0
5665,Новичков мы обучаем профессии без отрыва от производства по системе наставничества.,0
5666,Приходи в нашу дружную семью &quot;Магнит&quot;!,3
5667,"Также рассматриваем кандидатов с опытом: Кладовщик, Грузчик, Разнорабочий, Сборщик, Работник склада, Упаковщик, Оператор склада, Комплектовщик.",3
5668,"Рассматриваем отборщиков из Пятёрочки, Озон, Вайлдбериз, КазаньЭкспресс, Метро, Лента, Икеа.",3
5669,"Приглашаем Вас на собеседование по адресу: г. Зеленодольск, ул. Машиностроителей, д.10, каб. 208.",3
5670,Собеседования проводятся с понедельника по пятницу с 08.00 до 18.00.,3
5671,Руки выполняют заказы по бытовому ремонту с 2017 года.,3
5672,Постоянные заказы от клиентов через интернет и от партнеров.,3
5673,Требования:   — Опыт работы ОТ ГОДА;,0
5674,— Свой инструмент;,1
5675,— Смартфон и опыт использования приложений.,1
5676,"Условия:  — Вы получаете заказы на монтаж, ремонт, обслуживание кондиционеров;",0
5677,"— Вы сами выбираете заказы — удобные по цене, объёму, месту и под своё расписание;",2
5678,— Оплату вы получаете на руки сразу после выполнения заказа;,2
